 App TDT AFT TDI SI
80 com.google.android.youtube 7.0600000000000005 8.543000000000001 4684.129630894449 3470.830000000103
81 com.google.android.youtube 12.463 13.687 9531.652059917573 5132.099999999467
82 com.google.android.youtube 5.394 6.938 3074.507630318521 2711.219999999899
83 com.google.android.youtube 2.5460000000000003 3.824 1535.1836567163227 1647.6299999997882
84 com.google.android.youtube 1.415 2.6319999999999997 983.3569833669804 1302.3999999999405
85 com.google.android.youtube 2.0669999999999997 3.21 1611.3188204936414 1426.3999999999203
86 com.google.android.youtube 1.3519999999999999 2.511 944.6207319509787 1391.650000000054
87 com.google.android.youtube nan nan nan nan
88 com.google.android.youtube 3.2239999999999998 4.343 2331.698821765184 1984.8599999997284
89 com.google.android.youtube 3.2460000000000004 8.711 2134.228367105952 2402.850000000779
90 com.instagram.android 1.614 1.84 1098.419488024679 994.8599999999674
91 com.instagram.android 1.841 1.063 1315.3157245753384 987.7799999999866
92 com.instagram.android 1.889 1.922 1384.6765543972492 1025.529999999964
93 com.instagram.android 1.177 1.095 922.2072070890308 1023.2899999999727
94 com.instagram.android 1.649 1.134 1168.114133670364 1029.3499999999997
95 com.instagram.android 1.965 12.964 1346.4866669084156 4799.540000000398
96 com.instagram.android 2.213 2.02 1800.7341938743616 2024.7499999999961
97 com.instagram.android 1.389 1.074 1018.4786291601043 948.8599999999884
98 com.instagram.android 2.512 1.134 1221.175287785587 1026.279999999987
99 com.instagram.android 2.029 1.091 1638.0232341448832 1033.0799999999826
100 com.microsoft.office.outlook 2.7430000000000003 3.5869999999999997 1751.6320929415265 800.1699999998918
101 com.microsoft.office.outlook 2.2969999999999997 3.2460000000000004 1546.922186600466 907.8799999999023
102 com.microsoft.office.outlook 1.52 3.063 735.6799020769171 704.1799999999084
103 com.microsoft.office.outlook 2.173 3.06 1395.2512031488702 1161.0599999999185
104 com.microsoft.office.outlook 2.282 3.17 1502.0762490458205 996.3700000000696
105 com.microsoft.office.outlook 1.254 3.0869999999999997 400.786655382508 1029.2899999998936
106 com.microsoft.office.outlook 2.271 3.85 1516.4926039138575 978.160000000086
107 com.microsoft.office.outlook 2.234 2.991 1352.8050431540305 1015.5400000000568
108 com.microsoft.office.outlook 2.241 2.9610000000000003 1522.0926548581008 1007.6099999999235
109 com.microsoft.office.outlook 2.221 3.235 1345.9881283168975 1060.8500000000315
110 com.particlenews.newsbreak 2.845 1.258 1742.6423309195582 1288.9299999999719
111 com.particlenews.newsbreak 3.9760000000000004 4.311 1633.2159775658981 1337.9299999999319
112 com.particlenews.newsbreak 3.978 1.279 2076.952253549881 1322.2399999999607
113 com.particlenews.newsbreak 3.755 5.098 2235.7264506332112 1493.0999999997907
114 com.particlenews.newsbreak 3.168 5.4030000000000005 2214.073827135866 1566.03999999974
115 com.particlenews.newsbreak 3.691 5.197 2205.3746077133387 1336.3999999998525
116 com.particlenews.newsbreak 3.9160000000000004 5.0889999999999995 2292.041763555996 1545.599999999793
117 com.particlenews.newsbreak 4.197 1.259 2132.778783557411 1248.329999999967
118 com.particlenews.newsbreak 4.004 6.292000000000001 2582.6612386442634 1323.0699999999015
119 com.particlenews.newsbreak 4.101 5.0489999999999995 2236.893917400877 1784.6400000003796
120 com.snapchat.android 3.448 2.3480000000000003 2922.844159794481 2363.350000000335
121 com.snapchat.android 1.14 1.4380000000000002 718.3975918006122 1429.079999999988
122 com.snapchat.android 1.334 1.5319999999999998 803.8563919073666 1545.8999999999876
123 com.snapchat.android 1.308 1.7 786.4731264744087 1695.5799999999856
124 com.snapchat.android 1.092 1.65 744.7274346260957 1662.199999999989
125 com.snapchat.android 1.018 1.913 642.6076178696875 1924.3899999999896
126 com.snapchat.android nan nan nan nan
127 com.snapchat.android 1.0270000000000001 1.692 660.2642543321667 1645.6799999999885
128 com.snapchat.android 1.105 1.855 730.8971481947763 1867.7099999999884
129 com.snapchat.android 1.242 1.8159999999999998 802.6615003718033 1829.9399999999875
130 com.soundcloud.android 2.245 1.454 397.9936599051004 1331.1699999999926
131 com.soundcloud.android 0.168 1.454 88.29545454545377 1331.1699999999926
132 com.soundcloud.android 0.217 1.355 114.21052631578905 934.540000000002
133 com.soundcloud.android 0.168 1.454 88.29545454545377 1331.1699999999926
134 com.soundcloud.android 0.20600000000000002 1.454 108.2453703703706 1331.1699999999926
135 com.soundcloud.android 0.134 1.454 70.80141843971626 1331.1699999999926
136 com.soundcloud.android 0.18899999999999997 1.454 99.27272727272896 1331.1699999999926
137 com.soundcloud.android 0.142 1.454 74.81208053691482 1331.1699999999926
138 com.soundcloud.android 0.15 1.454 78.82165605095588 1331.1699999999926
139 com.soundcloud.android 0.29100000000000004 1.986 192.3010500247981 1507.839999999995
140 com.spotify.music 0.299 0.657 218.70907738287696 278.7800000000013
141 com.spotify.music 0.28 0.529 199.90315455711308 223.3800000000019
142 com.spotify.music 0.56 0.873 416.4697701049983 386.4499999999915
143 com.spotify.music 0.361 0.596 259.65062460747663 252.12000000000302
144 com.spotify.music 0.318 0.588 234.78727828682716 250.38999999999825
145 com.spotify.music 0.23399999999999999 0.523 174.21411314687802 212.00999999999885
146 com.spotify.music 0.539 0.3 387.16763895315484 161.32000000000005
147 com.spotify.music 0.33 0.374 222.4559006243789 185.21000000000012
148 com.spotify.music 0.35 0.552 226.97986320855273 246.91999999999905
149 com.spotify.music 0.261 0.546 182.41142094339958 225.58000000000268
150 com.twitter.android 2.14 4.168 1654.5811036139303 1820.5199999999122
151 com.twitter.android 1.609 3.506 844.8913171884344 1701.9799999999168
152 com.twitter.android 1.709 3.6060000000000003 897.2725250278238 1770.859999999961
153 com.twitter.android 1.7 3.583 892.761319172737 1595.2999999999404
154 com.twitter.android 1.6030000000000002 3.25 841.8838174273968 1657.049999999913
155 com.twitter.android 1.5630000000000002 3.4219999999999997 820.9313069908916 1622.3199999999326
156 com.twitter.android 1.5430000000000001 3.14 810.4550492610931 1497.4299999999218
157 com.twitter.android 1.903 3.4339999999999997 999.4787818272812 1733.379999999947
158 com.twitter.android 0.48100000000000004 3.344 252.8577075098813 1808.8399999999167
159 com.twitter.android 1.5819999999999999 3.238 830.9063063063162 1591.7299999999225
160 com.ubercab 3.417 2.7710000000000004 656.098846778911 2286.25000000243
161 com.ubercab 0.74 2.7710000000000004 359.8610440974892 2286.25000000243
162 com.ubercab 1.3119999999999998 2.7710000000000004 327.082739176554 2286.25000000243
163 com.ubercab 1.34 2.7710000000000004 359.81312296143176 2286.25000000243
164 com.ubercab nan nan nan nan
165 com.ubercab 1.31 2.7710000000000004 343.76431989910867 2286.25000000243
166 com.ubercab 6.53 2.7710000000000004 2209.2723192529465 2286.25000000243
167 com.ubercab 1.485 2.7710000000000004 780.0287907869571 2286.25000000243
168 com.ubercab 2.556 2.7710000000000004 736.8132792540363 2286.25000000243
169 com.ubercab 3.082 2.7710000000000004 829.0261163828972 2286.25000000243
170 com.whatsapp 1.44 2.524 756.1188118811946 1129.2499999998593
171 com.whatsapp 1.9380000000000002 2.622 1017.47376164789 1307.13999999987
172 com.whatsapp 1.089 2.832 572.0575916230367 1253.5299999998624
173 com.whatsapp nan nan nan nan
174 com.whatsapp 1.296 2.747 680.780058651031 1250.0199999998524
175 com.whatsapp 0.8340000000000001 2.761 437.9213226909916 1342.849999999842
176 com.whatsapp nan nan nan nan
177 com.whatsapp 1.101 2.394 578.0725388601038 1254.5799999998655
178 com.whatsapp 1.726 2.883 906.2450440528787 1409.4799999998277
179 com.whatsapp nan nan nan nan
