 App TDT AFT TDI SI
140 com.spotify.music 11.571 15.429 11122.534692252186 2005.4999999991956
141 com.spotify.music 11.985999999999999 13.362 11523.749452472664 1731.7699999993624
142 com.spotify.music 11.529000000000002 12.825999999999999 11034.810203381721 1611.6599999994305
143 com.spotify.music 11.922 13.377 8189.826854403792 1708.1799999993855
144 com.spotify.music 12.213 13.602 11678.547050867532 1716.9999999993745
145 com.spotify.music 11.602 13.052 11210.234409579894 1925.8599999992166
146 com.spotify.music 12.133 13.675999999999998 11600.84623225369 1750.7399999993368
147 com.spotify.music 12.307 13.628 11790.654222410894 1770.9799999993222
148 com.spotify.music 12.12 13.4 11613.203295864729 1673.5699999993963
149 com.spotify.music 11.375 12.897 10992.124930716065 1690.799999999395
150 com.twitter.android 24.479 4.001 1602.957692074982 1399.4399999996629
151 com.twitter.android 8.798 5.202000000000001 3951.0459324940102 1224.559999999899
152 com.twitter.android 2.9810000000000003 3.56 1509.909037925656 1071.7500000000355
153 com.twitter.android 2.779 3.528 1405.6673119340887 1097.2799999999968
154 com.twitter.android 3.1439999999999997 3.63 1576.4573166289813 1039.1600000000724
155 com.twitter.android 2.94 3.595 1435.8600252245926 1074.2000000000303
156 com.twitter.android 2.405 3.463 1242.259658087666 1004.0000000000753
157 com.twitter.android 2.577 3.4930000000000003 1347.4223158583816 1068.2100000000344
158 com.twitter.android 2.6860000000000004 3.565 1334.2451764658329 1136.4399999999455
159 com.twitter.android 2.51 3.4789999999999996 1295.7505801412274 1079.0700000000184
160 com.ubercab 24.78 27.71 13795.449708833194 3645.3200000009865
161 com.ubercab 24.886999999999997 24.533 13787.495067205518 4769.62999999943
162 com.ubercab 25.695 24.695999999999998 14386.246052094384 4442.820000000059
163 com.ubercab 26.021 24.997 18544.688291029084 4822.539999999473
164 com.ubercab 23.574 24.818 12383.897087818485 4858.7999999993235
165 com.ubercab 25.002 25.070999999999998 13405.597745703722 4655.099999999797
166 com.ubercab 25.201999999999998 25.148000000000003 14826.63932813466 4567.2699999999795
167 com.ubercab 25.357 25.594 13824.150199815507 4583.140000000042
168 com.ubercab 23.820999999999998 25.511 14221.116834620416 5556.389999999113
169 com.ubercab 25.413 27.8 13644.277338026464 8002.239999995086
170 com.whatsapp 0.8390000000000001 2.536 440.8788221970553 1142.450000000045
171 com.whatsapp 0.753 2.418 395.5151515151512 1109.1499999999887
172 com.whatsapp 0.757 2.4659999999999997 397.52010050251226 1136.2400000000573
173 com.whatsapp 0.947 2.254 497.27008032128487 1097.5000000000305
174 com.whatsapp 0.794 2.346 416.9688622754488 1101.6700000000162
175 com.whatsapp 0.883 2.376 463.8363832077501 1158.9600000000446
176 com.whatsapp 0.8210000000000001 2.386 431.40509259259255 1124.17000000005
177 com.whatsapp 0.937 2.265 492.257606490872 1079.2600000000155
178 com.whatsapp 0.8590000000000001 2.365 451.3550884955749 1187.4000000001026
179 com.whatsapp 2.195 2.228 1152.612554112588 1072.589999999999
