Application Expid TCP TLS DNS Data
com.microsoft.office.outlook 9 0.196473551637 0.563727959698 0.0 0.239798488665
com.microsoft.office.outlook 10 0.23307436182 0.513873473918 0.0 0.253052164262
com.particlenews.newsbreak 1 0.0734845180986 0.0939816833842 0.0 0.832533798517
com.particlenews.newsbreak 2 0.0823112161962 0.089552238806 0.0 0.828136544998
com.particlenews.newsbreak 3 0.050475493782 0.0330407217752 0.0 0.916483784443
com.particlenews.newsbreak 4 0.047619047619 0.0165033522434 0.0 0.935877600138
com.particlenews.newsbreak 5 0.0548387096774 0.0127419354839 0.0 0.932419354839
com.particlenews.newsbreak 6 0.0905982905983 0.0835897435897 0.0 0.825811965812
com.particlenews.newsbreak 7 0.0968421052632 0.0222222222222 0.0 0.880935672515
com.particlenews.newsbreak 8 0.0773638968481 0.092211513415 0.0 0.830424589737
com.particlenews.newsbreak 9 0.0838087476229 0.0377614778593 0.0 0.878429774518
com.particlenews.newsbreak 10 0.0818269628812 0.119083758797 0.0 0.799089278322
com.soundcloud.android 1 0.0 0.0 0.0 1.0
com.soundcloud.android 2 0.0 0.0 0.0 1.0
com.soundcloud.android 3 0.0 0.0 0.0 1.0
com.soundcloud.android 4 0.0 0.0 0.0 1.0
com.soundcloud.android 5 0.0 0.0 0.0 1.0
com.soundcloud.android 6 0.0 0.0 0.0 1.0
com.soundcloud.android 7 0.0 0.0 0.0 1.0
com.soundcloud.android 8 0.0 0.0 0.0 1.0
com.soundcloud.android 9 0.0 0.0 0.0 1.0
com.soundcloud.android 10 0.0 0.0 0.0 1.0
com.ubercab 1 0.0 0.0 0.0 1.0
com.ubercab 2 0.0 0.0 0.0 1.0
com.ubercab 3 0.0 0.0 0.0 1.0
com.ubercab 4 0.0 0.0 0.0 1.0
com.ubercab 5 0.0 0.0 0.0 1.0
com.ubercab 6 0.0 0.0 0.0 1.0
com.ubercab 7 0.0 0.0 0.0 1.0
com.ubercab 8 0.0 0.0 0.0 1.0
com.ubercab 9 0.0 0.0 0.0 1.0
com.ubercab 10 0.0 0.0 0.0 1.0
com.spotify.music 1 0.0 0.0 0.0 1.0
com.spotify.music 2 0.0 0.0 0.0 1.0
com.spotify.music 3 0.0 0.0 0.0 1.0
com.spotify.music 4 0.0 0.0 0.0 1.0
com.spotify.music 5 0.0 0.0 0.0 1.0
com.spotify.music 6 0.0 0.0 0.0 1.0
com.spotify.music 7 0.0 0.0 0.0 1.0
com.spotify.music 8 0.0 0.0 0.0 1.0
com.spotify.music 9 0.0 0.0 0.0 1.0
com.spotify.music 10 0.0 0.0 0.0 1.0
bbc.mobile.news.uk 1 0.117042115573 0.0 0.0 0.882957884427
bbc.mobile.news.uk 2 0.323198198198 0.0 0.0 0.676801801802
bbc.mobile.news.uk 3 0.144482366325 0.0 0.0 0.855517633675
bbc.mobile.news.uk 4 0.245179063361 0.0 0.0 0.754820936639
bbc.mobile.news.uk 5 0.267806267806 0.0 0.0 0.732193732194
bbc.mobile.news.uk 6 0.147727272727 0.0 0.0 0.852272727273
bbc.mobile.news.uk 7 0.239754098361 0.0 0.0 0.760245901639
bbc.mobile.news.uk 8 0.311710193766 0.0 0.0 0.688289806234
bbc.mobile.news.uk 9 0.220571428571 0.0 0.0 0.779428571429
bbc.mobile.news.uk 10 0.174183514774 0.0 0.0 0.825816485226
com.facebook.katana 1 0.20618556701 0.0 0.123711340206 0.670103092784
com.facebook.katana 2 0.057273768614 0.0 0.0343642611684 0.908361970218
com.facebook.katana 3 0.0504286434695 0.0 0.0302571860817 0.919314170449
com.facebook.katana 4 0.0523286237572 0.0 0.0313971742543 0.916274201988
com.facebook.katana 5 0.240384615385 0.0 0.144230769231 0.615384615385
com.facebook.katana 6 0.0376931775349 0.0 0.0226159065209 0.939690915944
com.facebook.katana 7 0.0610128126907 0.0 0.0366076876144 0.902379499695
com.facebook.katana 8 0.234741784038 0.0 0.140845070423 0.62441314554
com.facebook.katana 9 0.0296384113811 0.0106698280972 0.0177830468287 0.941908713693
com.facebook.katana 10 0.0577367205543 0.0 0.0346420323326 0.907621247113
com.facebook.orca 1 0.350974930362 0.24791086351 0.0 0.401114206128
com.facebook.orca 2 0.271551724138 0.443965517241 0.0 0.284482758621
com.facebook.orca 3 0.098144823459 0.0502692998205 0.0 0.851585876721
com.facebook.orca 4 0.182825484765 0.401662049861 0.0 0.415512465374
com.facebook.orca 5 0.145454545455 0.370909090909 0.0 0.483636363636
com.facebook.orca 6 0.29781420765 0.325136612022 0.0 0.377049180328
com.facebook.orca 7 0.20701754386 0.333333333333 0.0 0.459649122807
com.facebook.orca 8 0.374677002584 0.237726098191 0.0 0.387596899225
com.facebook.orca 9 0.32987012987 0.25974025974 0.0 0.41038961039
com.facebook.orca 10 0.348284960422 0.258575197889 0.0 0.393139841689
com.twitter.android 1 0.0 0.0 0.0 1.0
com.twitter.android 2 0.0 0.0 0.0 1.0
com.twitter.android 3 0.0 0.0 0.0 1.0
com.twitter.android 4 0.0 0.0 0.0 1.0
com.twitter.android 5 0.0 0.0 0.0 1.0
com.twitter.android 6 0.0 0.0 0.0 1.0
com.twitter.android 7 0.0 0.0 0.0 1.0
com.twitter.android 8 0.0 0.0 0.0 1.0
com.twitter.android 9 0.0 0.0 0.0 1.0
com.twitter.android 10 0.0 0.0 0.0 1.0
com.snapchat.android 1 0.195081967213 0.0 0.339344262295 0.465573770492
com.snapchat.android 2 0.32782369146 0.0 0.570247933884 0.101928374656
com.snapchat.android 3 0.236111111111 0.0 0.410714285714 0.353174603175
com.snapchat.android 4 0.1859375 0.0 0.3234375 0.490625
com.snapchat.android 5 0.2975 0.0 0.5175 0.185
com.snapchat.android 6 0.281990521327 0.0 0.490521327014 0.227488151659
com.snapchat.android 7 0.313984168865 0.0 0.54617414248 0.139841688654
com.snapchat.android 8 0.198333333333 0.0 0.345 0.456666666667
com.snapchat.android 9 0.162790697674 0.0 0.28317373461 0.554035567715
com.snapchat.android 10 0.298994974874 0.0 0.520100502513 0.180904522613
com.google.android.gm 1 0.16429567643 0.369037656904 0.0 0.466666666667
com.google.android.gm 2 0.273324905183 0.447534766119 0.0 0.279140328698
com.google.android.gm 3 0.151569186876 0.452924393723 0.0 0.395506419401
com.google.android.gm 4 0.149718206322 0.458956138201 0.0 0.391325655477
com.google.android.gm 5 0.182479224377 0.406163434903 0.0 0.41135734072
com.google.android.gm 6 0.0 0.0 0.0 1.0
com.google.android.gm 7 0.132642833278 0.456064149683 0.0 0.41129301704
com.google.android.gm 8 0.218284904323 0.398299078668 0.0 0.383416017009
com.google.android.gm 9 0.285833565266 0.36682438074 0.0 0.347342053994
com.google.android.gm 10 0.28324742268 0.357216494845 0.0 0.359536082474
com.instagram.android 1 0.0 0.0 0.0 1.0
com.instagram.android 2 0.0 0.0 0.0 1.0
com.instagram.android 3 0.0 0.0 0.0 1.0
com.instagram.android 4 0.0 0.0 0.0 1.0
com.instagram.android 5 0.0 0.0 0.0 1.0
com.instagram.android 6 0.0 0.0 0.0 1.0
com.instagram.android 7 0.0 0.0 0.0 1.0
com.instagram.android 8 0.0 0.0 0.0 1.0
com.instagram.android 9 0.0 0.0 0.0 1.0
com.instagram.android 10 0.0 0.0 0.0 1.0
com.whatsapp 1 0.0 0.0 0.0 1.0
com.whatsapp 2 0.0 0.0 0.0 1.0
com.whatsapp 3 0.0 0.0 0.0 1.0
com.whatsapp 4 0.0 0.0 0.0 1.0
com.whatsapp 5 0.0 0.0 0.0 1.0
com.whatsapp 6 0.0 0.0 0.0 1.0
com.whatsapp 7 0.0 0.0 0.0 1.0
com.whatsapp 8 0.0 0.0 0.0 1.0
com.whatsapp 9 0.0 0.0 0.0 1.0
com.whatsapp 10 0.0 0.0 0.0 1.0
