Application Expid TCP TLS DNS Data 
com.particlenews.newsbreak 1 0.110156392827 0.130449234656 0.0 0.759394372517
com.particlenews.newsbreak 2 nan nan nan nan
com.particlenews.newsbreak 3 0.104167941735 0.103861925454 0.0 0.791970132811
com.particlenews.newsbreak 4 0.0651314893037 0.178907208066 0.0 0.75596130263
com.particlenews.newsbreak 5 0.0694639887425 0.126327235512 0.0 0.804208775745
com.particlenews.newsbreak 6 0.0841216707903 0.135860864503 0.0 0.780017464707
com.particlenews.newsbreak 7 0.0762970498474 0.123739942662 0.0 0.799963007491
com.particlenews.newsbreak 8 0.0640492286358 0.107557635639 0.0 0.828393135725
com.particlenews.newsbreak 9 0.0595509559726 0.113751973338 0.0 0.826697070689
com.particlenews.newsbreak 10 0.0738864398974 0.109349299296 0.0 0.816764260807
com.soundcloud.android 1 0.122908251587 0.351591282347 0.0 0.525500466066
com.soundcloud.android 2 0.0961430967021 0.128228060369 0.0 0.775628842929
com.soundcloud.android 3 0.0399565099212 0.0988040228323 0.0 0.861239467247
com.soundcloud.android 4 0.0686638388123 0.119167550371 0.0 0.812168610817
com.soundcloud.android 5 0.0426378624218 0.128482092098 0.0 0.82888004548
com.soundcloud.android 6 0.0363157894737 0.0930263157895 0.0 0.870657894737
com.soundcloud.android 7 0.0290045356887 0.0982334686083 0.0 0.872761995703
com.soundcloud.android 8 0.0441518987342 0.193248945148 0.0 0.762599156118
com.soundcloud.android 9 0.0899983576942 0.235342420759 0.0 0.674659221547
com.soundcloud.android 10 0.0312601834179 0.148573157674 0.0 0.820166658908
com.spotify.music 1 0.099189110918 0.106211989574 0.00275123081379 0.791847668694
com.spotify.music 2 0.268229166667 0.0 0.0989583333333 0.6328125
com.spotify.music 3 0.0228819969743 0.0973633023557 0.0010265830992 0.878728117571
com.spotify.music 4 0.0566886469355 0.244441036651 0.000971221182845 0.697899095231
com.spotify.music 5 0.0526587328885 0.123925156497 0.00130700969939 0.822109100915
com.spotify.music 6 0.287449392713 0.0 0.0769230769231 0.635627530364
com.spotify.music 7 0.13982300885 0.0 0.0672566371681 0.792920353982
com.spotify.music 8 0.0449575508104 0.0311294057113 0.00122202212503 0.922691021353
com.spotify.music 9 0.0 0.0 1.0 0.0
com.spotify.music 10 0.0 0.0 1.0 0.0
com.ubercab 1 0.10091053379 0.203909447832 0.0 0.695180018378
com.ubercab 2 0.0816603684459 0.188060935286 0.0 0.730278696268
com.ubercab 3 0.0771518544437 0.205096804292 0.0 0.717751341264
com.ubercab 4 0.0489036781746 0.143324024006 0.0 0.807772297819
com.ubercab 5 0.0904102255237 0.213745566486 0.0 0.69584420799
com.ubercab 6 0.0801330321285 0.202685742972 0.0 0.7171812249
com.ubercab 7 0.107768881195 0.225881843757 0.0 0.666349275049
com.ubercab 8 0.118324860809 0.264100702009 0.0 0.617574437182
com.ubercab 9 0.0734376413132 0.165732115402 0.0 0.760830243285
com.ubercab 10 0.0633773161145 0.160724312184 0.0 0.775898371701
com.facebook.katana 1 0.0 0.0229271592874 0.00766744343381 0.969405397279
com.facebook.katana 2 0.0 0.0814581458146 0.015301530153 0.903240324032
com.facebook.katana 3 0.0 0.105433376455 0.0131953428202 0.881371280724
com.facebook.katana 4 0.0 0.072 0.0133770491803 0.91462295082
com.facebook.katana 5 0.0 0.0568999345978 0.0111183780249 0.931981687377
com.facebook.katana 6 0.0 0.0262327981651 0.014621559633 0.959145642202
com.facebook.katana 7 0.0 0.0780392156863 0.0133333333333 0.90862745098
com.facebook.katana 8 0.0 0.0607762017336 0.0100472813239 0.929176516942
com.facebook.katana 9 0.0 0.081435164508 0.0151853506029 0.903379484889
com.facebook.katana 10 0.0 0.0277751712489 0.00957117387633 0.962653654875
com.facebook.orca 1 0.119562792773 0.0876645103725 0.0 0.792772696855
com.facebook.orca 2 0.0824324324324 0.278378378378 0.0 0.639189189189
com.facebook.orca 3 0.135430038511 0.196405648267 0.0 0.668164313222
com.facebook.orca 4 0.161592505855 0.241217798595 0.0 0.59718969555
com.facebook.orca 5 0.0895390070922 0.0780141843972 0.0 0.832446808511
com.facebook.orca 6 0.154054054054 0.200675675676 0.0 0.64527027027
com.facebook.orca 7 0.096752368065 0.222598105548 0.0 0.680649526387
com.facebook.orca 8 0.133164235891 0.199112238427 0.0 0.667723525682
com.facebook.orca 9 0.157495256167 0.196710942441 0.0 0.645793801392
com.facebook.orca 10 0.111801242236 0.229123533471 0.0 0.659075224293
com.twitter.android 1 0.0766440439972 0.148958577112 0.0 0.774397378891
com.twitter.android 2 0.117601646938 0.12197632527 0.0 0.760422027792
com.twitter.android 3 0.0629899216125 0.131019036954 0.0 0.805991041433
com.twitter.android 4 0.16515729266 0.104861773117 0.0 0.729980934223
com.twitter.android 5 0.443902439024 0.436585365854 0.0 0.119512195122
com.twitter.android 6 0.0615860517435 0.126827896513 0.0 0.811586051744
com.twitter.android 7 0.253499222395 0.457231726283 0.0 0.289269051322
com.twitter.android 8 0.0547445255474 0.110401459854 0.0 0.834854014599
com.twitter.android 9 0.104191379992 0.0919335705813 0.0 0.803875049427
com.twitter.android 10 0.0470814977974 0.120044052863 0.0 0.832874449339
com.snapchat.android 1 0.0462210733629 0.131154603644 0.0167405219104 0.805883801083
com.snapchat.android 2 0.0492408355004 0.160221457931 0.0228168777787 0.76772082879
com.snapchat.android 3 0.0245620715918 0.177837014471 0.025894897182 0.771706016756
com.snapchat.android 4 0.0316848808869 0.159760987499 0.0213853290353 0.787168802579
com.snapchat.android 5 0.0464126330244 0.121455544113 0.0186749055956 0.813456917267
com.snapchat.android 6 0.0456668396471 0.20403044456 0.0235253416364 0.726777374157
com.snapchat.android 7 0.0515808908378 0.27140549273 0.0313870297715 0.645626586661
com.snapchat.android 8 0.0330353672756 0.19656043529 0.0264282938204 0.743975903614
com.snapchat.android 9 0.0407320611539 0.222185023993 0.0303537551613 0.706729159692
com.snapchat.android 10 0.0336021505376 0.22876344086 0.0365591397849 0.701075268817
com.instagram.android 1 0.00990268055318 0.126856752604 0.0 0.863240566843
com.instagram.android 2 0.0 0.101086300543 0.0 0.898913699457
com.instagram.android 3 0.0 0.0656779661017 0.0 0.934322033898
com.instagram.android 4 0.0 0.130890052356 0.0 0.869109947644
com.instagram.android 5 0.0 0.166516853933 0.0 0.833483146067
com.instagram.android 6 0.0 0.0948947552041 0.0 0.905105244796
com.instagram.android 7 0.0 0.107788500748 0.0 0.892211499252
com.instagram.android 8 0.0 0.0976732293531 0.0 0.902326770647
com.instagram.android 9 0.0 0.196680418306 0.0 0.803319581694
com.instagram.android 10 0.011942360837 0.0603039873668 0.0 0.927753651796
com.google.android.gm 1 0.132461625924 0.155201819215 0.0 0.712336554861
com.google.android.gm 2 0.293080054274 0.371777476255 0.0 0.335142469471
com.google.android.gm 3 0.126984126984 0.146031746032 0.0 0.726984126984
com.google.android.gm 4 0.131623931624 0.381196581197 0.0 0.487179487179
com.google.android.gm 5 nan nan nan nan
com.google.android.gm 6 0.261870503597 0.378417266187 0.0 0.359712230216
com.google.android.gm 7 0.098261526833 0.206349206349 0.0 0.695389266818
com.google.android.gm 8 0.119162640902 0.452495974235 0.0 0.428341384863
com.google.android.gm 9 0.153550863724 0.154830454255 0.0 0.691618682022
com.google.android.gm 10 0.267806267806 0.347578347578 0.0 0.384615384615
com.whatsapp 1 0.09 0.050 0.0 0.859
com.whatsapp 2 0.08 0.051 0.0 0.868
com.whatsapp 3 0.09 0.083 0.0 0.826
com.whatsapp 4 0.09 0.038 0.0 0.872
com.whatsapp 5 0.07 0.069 0.0 0.860
com.whatsapp 6 0.09 0.061 0.0 0.848
com.whatsapp 7 0.09 0.044 0.0 0.866
com.whatsapp 8 0.09 0.0775 0.833
com.whatsapp 9 0.09 0.073 0.0 0.837
com.whatsapp 10 0.09 0.049 0.0 0.860
